Title,Authors,Link,Abstract,Citations,AI/ML Research?,Survey?,RecSys?,Mamba?,Published in,Conference
Fall-Mamba: A Multimodal Fusion and Masked Mamba-based Approach for Fall Detection,"X Zhang, Q Xu, F Feng, X Lu… - IEEE Internet of Things …, 2025 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10833684/,"Falls are a leading cause of injury and death among the elderly, making fall detection criticallyimportant. Traditional wearable sensors and environmental devices have limitations in …",Cited by 2,,,,,,
Pretrained hybrids with mad skills,"N Roberts, S Guo,Z Gao,SSSN GNVV… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2406.00894,"While Transformers underpin modern large language models (LMs), there is a growing listof alternative architectures with new capabilities, promises, and tradeoffs. This makes …",,,,,,,
A Study of Necessity & Sufficiency of Linear Transformations in the Attention Mechanism,"M Hosseini, P Hosseini - openreview.net",https://openreview.net/forum?id=PWtx9fJqM5,"Scaled Dot Product Attention (SDPA) is the backbone of many modern deep-learningmodels. It is so versatile that it has been used in natural language, vision, and multi-modal …",,,,,,,
MambAttention: Mamba with Multi-Head Attention for Generalizable Single-Channel Speech Enhancement,"NL Kühne,J Jensen,J Østergaard,ZH Tan- arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2507.00966,"With the advent of new sequence models like Mamba and xLSTM, several studies have shownthat these models match or outperform state-of-the-art models in single-channel speech …",,,,,,,
Optical Flow-Enhanced Mamba U-Net for Cardiac Phase Detection in Ultrasound Videos,"Y Lu, G Tan,B Pu,PH Yeung,H Wang… - … on Medical Imaging, 2025 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10924215/,"The detection of cardiac phase in ultrasound videos, identifying end-systolic (ES) and end-diastolic(ED) frames, is a critical step in assessing cardiac function, monitoring structural …",Related articles,,,,,,
DSDFormer: An Innovative Transformer-Mamba Framework for Robust High-Precision Driver Distraction Identification,"J Chen, Z Zhang, J Yu, H Huang, R Zhang, X Xu… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2409.05587,"Driver distraction remains a leading cause of traffic accidents, posing a critical threat to roadsafety globally. As intelligent transportation systems evolve, accurate and real-time …",,,,,,,
CAIP: Detecting Router Misconfigurations with Context-Aware Iterative Prompting of LLMs,"X Jiang,A Gember-Jacobson,N Feamster- arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2411.14283,"Model checkers and consistency checkers detect critical errors in router configurations, butthese tools require significant manual effort to develop and maintain. LLM-based Q&A …",,,,,,,
Technologies on Effectiveness and Efficiency: A Survey of State Spaces Models,"X Lv,Y Sun,K Zhang,S Qu,X Zhu,Y Fan, Y Wu… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2503.11224,State Space Models (SSMs) have emerged as a promising alternative to the populartransformer-based models and have been increasingly gaining attention. Compared to transformers…,,,,,,,
TRIS-HAR: Transmissive Reconfigurable Intelligent Surfaces-assisted Cognitive Wireless Human Activity Recognition Using State Space Models,"J Liu,Y Huang,X Shi,R Xiong, J Zhang,T Mi… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2410.02334,"Human activity recognition (HAR) using radio frequency (RF) signals has garnered considerableattention for its applications in smart environments. However, traditional systems often …",,,,,,,
Selective State Space Model for Monaural Speech Enhancement,"M Chen,Q Zhang, M Wang,X Zhang… - IEEE Transactions …, 2025 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10839254/,"Voice user interfaces (VUIs) have facilitated the efficient interactions between humans andmachines through spoken commands. Since real-word acoustic scenes are complex, speech …",,,,,,,
Classification of Whole-Slide Pathology Images Based on State Space Models and Graph Neural Networks,"F Ding, C Cai,J Li,M Liu,Y Jiao, Z Wu,J Xu- Electronics, 2025 - mdpi.com",https://www.mdpi.com/2079-9292/14/10/2056,Whole-slide images (WSIs) pose significant analytical challenges due to their large data scaleand complexity. Multiple instance learning (MIL) has emerged as an effective solution for …,,,,,,,
Damba-ST: Domain-Adaptive Mamba for Efficient Urban Spatio-Temporal Prediction,"R An, Y Zhang, Z Liang,W Fan, Y Liang… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2506.18939,Training urban spatio-temporal foundation models that generalize well across diverse regionsand cities is critical for deploying urban services in unseen or data-scarce regions. Recent …,,,,,,,
Gait-to-Gait Emotional Human–Robot Interaction Utilizing Trajectories-Aware and Skeleton-Graph-Aware Spatial–Temporal Transformer,"C Li,KP Seng, LM Ang - Sensors (Basel, Switzerland), 2025 - pmc.ncbi.nlm.nih.gov",https://pmc.ncbi.nlm.nih.gov/articles/PMC11820152/,The emotional response of robotics is crucial for promoting the socially intelligent level ofhuman–robot interaction (HRI). The development of machine learning has extensively …,,,,,,,
Deep State Space Models for Forecasting Intracranial Pressure in Patients with Traumatic Brain Injury,E Edvardsson - 2025 - diva-portal.org,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1935465,"Patients hospitalized with traumatic brain injuries (TBIs), such as those resulting from caraccidents, face significant risks of secondary complications, including reduced blood flow to the …",,,,,,,
Large Language Models: A Deep Dive,"U Kamath,K Keenan, G Somers, S Sorenson - 2024 - Springer",https://link.springer.com/content/pdf/10.1007/978-3-031-65647-7.pdf,"In the panorama of technological evolution, Large Language Models (LLMs) have emergedas a cornerstone, transforming our interaction with information, reshaping industries, and …",Cited by 30,,,,,,
"A survey of efficient reasoning for large reasoning models: Language, multimodality, and beyond","X Qu,Y Li,Z Su,W Sun,J Yan,D Liu,G Cui… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2503.21614,"Recent Large Reasoning Models (LRMs), such as DeepSeek-R1 and OpenAI o1, havedemonstrated strong performance gains by scaling up the length of Chain-of-Thought (CoT) …",,,,,,,
TRIS-HAR: Transmissive Reconfigurable Intelligent Surfaces-assisted Human Activity Recognition Using State Space Models,"J Liu,Y Huang,X Shi,R Xiong, J Zhang… - IEEE Internet of …, 2025 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/11016761/,"Human activity recognition (HAR) using radio frequency (RF) signals has attracted increasinginterest due to its non-intrusive and privacy-preserving nature. However, traditional …",Related articles,,,,,,
One model to rule them all: Towards universal segmentation for medical images with text prompts,"Z Zhao,Y Zhang,C Wu,X Zhang,Y Zhang… - arXiv preprint arXiv …, 2023 - arxiv.org",https://arxiv.org/abs/2312.17183,"In this study, we aim to build up a model that can Segment Anything in radiology scans,driven by Text prompts, termed as SAT. Our main contributions are three folds: (i) for dataset …",,,,,,,
ML and System Approaches for Data Processing Optimization and Long Sequence Modeling,J Wang - 2024 - search.proquest.com,https://search.proquest.com/openview/d0218dca76c3934ea225a4848f32de01/1?pq-origsite=gscholar&cbl=18750&diss=y,"Modern data systems are integral to various industries, yet optimizing their performanceremains complex. Traditional methods relying on cost models often fail due to unreliable …",Related articles,,,,,,
Synth-SBDH: A Synthetic Dataset of Social and Behavioral Determinants of Health for Clinical Text,"A Mitra, E Druhl, R Goodwin,H Yu- arXiv preprint arXiv:2406.06056, 2024 - arxiv.org",https://arxiv.org/abs/2406.06056,Social and behavioral determinants of health (SBDH) play a crucial role in health outcomesand are frequently documented in clinical text. Automatically extracting SBDH information …,,,,,,,
A survey on transformer compression,"Y Tang,Y Wang,J Guo,Z Tu,K Han,H Hu… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2402.05964,"Transformer plays a vital role in the realms of natural language processing (NLP) andcomputer vision (CV), specially for constructing large language models (LLM) and large vision …",,,,,,,
EM-Mamba: An Edge-Mix Enhanced Long-Range Sequential Modeling Mamba for Kidney Segmentation in CT Scans,"S Feng, Z Li, M Zheng, Y Yang… - 2024 IEEE Smart …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10924826/,"Manual delineation of the kidney region in CT scans is a laborious process. Although existingmodels have achieved remarkable success in the realm of automated segmentation, they …",Related articles,,,,,,
