Title,Authors,Link,Abstract,Citations
[HTML][HTML]Exploring multi-dimensional interests for session-based recommendation,"Y Yang, J Sun, G An - Multimedia Systems, 2024 - Springer",https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00530-024-01437-2&casa_token=k1t-XJrGeUMAAAAA:K7vi6KrMSnzQFrmBGTLkNemmiHuh96j5oa9gKRlo_ku_2qWRfwedODolmtIMoUF9e9iK8yweofIeJwUgkA,"… for the next recommendation. Shani et al. [15… recommendation by constructing a similaritymatrix between users and items. For example, Tavakol and Brefeld [28] proposed a state space …",
A hierarchical random effects state-space model for modeling brain activities from electroencephalogram data,"X Guo,B Yang,JM Loh,Q Wang, Y Wang - Biometrics, 2024 - academic.oup.com",https://academic.oup.com/biometrics/article-abstract/80/4/ujae130/7879547,"… This paper proposes a novel random effects state-space model (RESSM) for analyzinglarge-scale multi… Compared to previous mixed-effects state-space models, we directly model high-…",
The bii4africa dataset of faunal and floral population intactness estimates across Africa's major land uses,"…, ZJK Madikiza,TAM Mahlaba, D Mallon,ML Mamba… - Scientific data, 2024 - nature.com",https://www.nature.com/articles/s41597-023-02832-6,"… To obtain the best experience, we recommend you use a more up to date browser (or turnoff compatibility mode in Internet Explorer). In the meantime, to ensure continued support, we …",
VisionGRU: A Linear-Complexity RNN Model for Efficient Image Analysis,"S Yin, K Yin,W Chen, E Huang,Y Liu- arXiv preprint arXiv:2412.18178, 2024 - arxiv.org",https://arxiv.org/abs/2412.18178,"… To address this issue, several state-space model (SSM)-based approaches have emergedin recent years, such as Mamba [9]. These models introduce dynamic state representations, ef…",
Social domain integrated semantic self-discovery method for recommendation,"D Wu, X Fan, P Zhang, M Fu - Pattern Recognition Letters, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0167865524001594,"… Recommender systems effectively improve the convenience … sparsity significantly impactsrecommendation performance. … , remarkably enhances recommendation performance. Despite …",Related articles
MemoCRS: Memory-enhanced Sequential Conversational Recommender Systems with Large Language Models,"Y Xi,W Liu,J Lin,B Chen,R Tang,W Zhang… - Proceedings of the 33rd …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3627673.3679599?casa_token=27W8zrQstMcAAAAA:KNjf06vpljW_YNFo5xzTx24nFZZoRdCdKJ1XJWVWX4mW5s-D9-EHL2URVay_c_a6nGEq5k-gAUZb9w,"… recommend items that exactly match the user’s need with human-like responses. To this end,CRSs typically comprise two essential components: a recommender … and recommendation …",
Lifelong personalized low-rank adaptation of large language models for recommendation,"J Zhu,J Lin,X Dai,B Chen, R Shan,J Zhu… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2408.03533,"… Mamba4rec: Towards efficient sequential recommendation with selective state spacemodels. arXiv preprint arXiv:2403.03900 (2024). [46] Guang Liu, Jie Yang, and Ledell Wu. …",
Fully actuated system theory and applications: new developments in 2023,"G Duan, B Zhou, X Yang - International Journal of Systems …, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/full/10.1080/00207721.2024.2373589,"… Compared to the state-space model, the FAS model offers a unique advantage in handling… lists articles that we recommend and is powered by our AI driven recommendation engine. …",
Research on digital English teaching materials recommendation based on improved machine learning,"M Ma - International Journal of Information Technology and …, 2025 - inderscienceonline.com",https://www.inderscienceonline.com/doi/abs/10.1504/IJITM.2025.144113,"In order to overcome the problems of low accuracy, time-consuming and low user satisfactionin traditional methods, a digital English teaching materials recommendation method based …",Cited by 1
Representation Shattering in Transformers: A Synthetic Study with Knowledge Editing,"K Nishi,M Okawa,R Ramesh,M Khona… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2410.17194,"… To corroborate our findings in a more naturalistic setup, we perform preliminary experimentswith pre-trained Llama and Mamba models, reproducing the representation shattering effect …",Related articles
"A multi-task deep reinforcement learning-based recommender system for co-optimizing energy, comfort, and air quality in commercial buildings with humans-in-the …","S Xia,P Wei, Y Liu,A Sonta,X Jiang- Data-Centric Engineering, 2024 - cambridge.org",https://www.cambridge.org/core/journals/data-centric-engineering/article/multitask-deep-reinforcement-learningbased-recommender-system-for-cooptimizing-energy-comfort-and-air-quality-in-commercial-buildings-with-humansintheloop/2165D51CABA9B5AF821A103571836F9E,… the locations of individuals as one hot vector results in a state space that is Rj j∣O∣ …full recommender system that leverages the predictions provided by the Q-network to “recommend” …,
[HTML][HTML]Snakes and ladders: Accelerating state space model inference with speculative decoding,"Y Wu, Y Dukler,M Trager,A Achille,W Xia,S Soatto- 2024 - amazon.science",https://www.amazon.science/publications/snakes-and-ladders-accelerating-state-space-model-inference-with-speculative-decoding,"… State Space Models (SSMs) have linear inference complexity, but they maintain a separateMarkov state that makes backtracking non-trivial. We propose two methods to perform …",
English Learning Knowledge Point Recommendation Algorithm based on Deep Deterministic Policy Gradient,"J Yang - 2024 International Conference on Integrated …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10860216/,"… The RL based knowledge recommendation framework for English learning specifically Deep… Hence, the proposed RL recommendation model provides higher accuracy value when …",Related articles
Smart manufacturing enabled by intelligent technologies,"Y Lu,L Wang,A Nassehi,J Wan- International Journal of …, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/full/10.1080/0951192X.2023.2296185,… It uses a state space model to address challenges related to establishing a control … listsarticles that we recommend and is powered by our AI driven recommendation engine. …,
Innovative Application of Reinforcement Learning in User Growth and Behavior Prediction,"Z Ma- European Journal of AI, Computing & Informatics, 2025 - pinnaclepubs.com",http://pinnaclepubs.com/index.php/EJACI/article/view/13,"… state space, such as … recommendation algorithms lack the guarantee of accuracy, and whenthe user's information is less, it often leads to the reduction of the quality of recommendation …",
Enhancing data-limited assessments with random effects: a case study on Korea chub mackerel (Scomber japonicus),"K Kim,N Sibanda,R Arnold… - Canadian Journal of …, 2024 - cdnsciencepub.com",https://cdnsciencepub.com/doi/abs/10.1139/cjfas-2023-0358?casa_token=hZWO5uhymDAAAAAA:7yj010BeecZkCOKdSREHLzk15Z1FUyN6hsEFPtxFS510VHdofpTZoU5wxzheaMiHUTRy_hUfp-RPgw,"… To address these challenges, we developed a suite of state-space length-based age-…We recommend adopting this approach in future stock assessments employing a state-space …",
An automatic college library book recommendation system using optimized Hidden Markov based weighted fuzzy ranking model,"M Verma, PK Patnaik - Engineering Applications of Artificial Intelligence, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0952197623018481,"… An automated book recommendation system has … book recommendation system is highlyrequired. Therefore, this research proposes a novel ranking-based hybrid recommendation …",Cited by 10
"Environmental risk assessment, principal component analysis, tracking the source of toxic heavy metals of solid gold mine waste tailings, South Africa","LV Tibane, D Mamba - Environmental Forensics, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/15275922.2023.2172478?casa_token=w4QSItZUKC4AAAAA:BcoZrQm4OZFIqSrXFKdTnk18yrUwQD68quJ58B-ekH3wKsKXO2x966TviFWNSJuszTQ_Ocjo2hBNwEv4jA,"This study collected 21 soil samples from 30 to 120 cm depth, from 9 solid gold mine wastedumps in the Witwatersrand basin, South Africa. The samples were analysed using ICP-OES …",
Smart contract code repair recommendation based on reinforcement learning and multi-metric optimization,"H Guo, Y Chen,X Chen,Y Huang… - ACM Transactions on …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3637229?casa_token=db1bO7jPMbYAAAAA:NV4cghC_4_T7TdY2qWXEsza_xHJWECC4dDV6qFMNltHIZy9bvOqAVKuS3wqQWbk-rM1IMSeVcuvsfg,"… does not decrease or even increase after performing a certain action, then we will configurea negative reward for the agent to reject the action, which can reduce the state space. The …",
A Model Predictive Control Approach to Enhance Obstacle Avoidance While Performing Autonomous Docking,"A Pinto,BM Ferreira, N Cruz,SP Soares… - OCEANS 2024 …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10753848/,"… , we initially transformed the equation of motion into state space notation. In this process, we… have followed the recommendation outlined in [5]. This recommendation emphasizes the …",Related articles
Personalized English Vocabulary Learning Path Recommendation Based on Reinforcement Learning,"Y Pan - Proceedings of the 2024 International Conference on …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3662739.3672181?casa_token=7Ner2a0SDRgAAAAA:PqVsG2FUKxPSGMOn76Pec4SZ7NxYUTsI4JHF0yuo2x93uaMZ-xFV_fLKJNTJBHdMM2U_u4YfAwXvMw,"… English vocabulary learning path recommendation. The reinforcement … recommender systemsin terms of their existing words, learning history and personal preferences. The state space …",
Moveformer: Spatial graph periodic injection network for next POI recommendation,"Y Li, Z Zhang,Z Huang, C Wang, T He, M Lu… - … on Knowledge Science …, 2024 - Springer",https://link.springer.com/chapter/10.1007/978-981-97-5495-3_4,"… Next Point-of-Interest(POI) recommendation task is based on the user’s historical check-insequence, aiming to recommend the next location that the user may be interested in. It plays a …",Cited by 1
Work-in-Progress: Worst-Case Execution-Time Measurement Techniques for Nonlinear Model Predictive Controllers,"R Krishnamurthy,GA Pérez,J Denil… - … Codesign and System …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10740782/,… The first two involve uniform partitioning of the state space and … Strategy-1 with finite statespace partition misses critical sce… Our preliminary recommendation is to use strategy 3 as …,
EPAN-SERec: Expertise preference-aware networks for software expert recommendations with knowledge graph,"M Tang, D Wu, S Zhang, W Gao - Expert Systems with Applications, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0957417423034875,"… To address the problems of label dependence, interactive data’s sparsity and unassociatedknowledge in community-based software expert recommendation, we propose an Expertise …",Cited by 7
Personalized Health Assistant with Reinforcement Learning,"J Jin, M Kim,SD Kim- … for Medicine, Health and Care (AIMHC), 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10504359/,… the recommender model. We apply Qlearning for building the recommendation system. Q…x State Space S: The state space is the set of all possible states that the agent can be in. …,Cited by 1
Llm-esr: Large language models enhancement for long-tailed sequential recommendation,"Q Liu,X Wu,Y Wang,Z Zhang,F Tian… - Advances in …, 2024 - proceedings.neurips.cc",https://proceedings.neurips.cc/paper_files/paper/2024/hash/2f0728449cb3150189d765fc87afc913-Abstract-Conference.html,… The objective of sequential recommendation is to predict … recommendation has garneredconsiderable attention in recent years. Given that the essence of sequential recommendation …,
"Labor, democracy, and the postcolonial state: Spaces of union organizing and the duppy state in Britain and Trinidad","B Gowland, D Featherstone… - Annals of the American …, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/24694452.2023.2240875,"… Labor, Democracy, and the Postcolonial State: Spaces of Union Organizing and the Duppy… lists articles that we recommend and is powered by our AI driven recommendation engine. …",
Ordinal Outcome State-Space Models for Intensive Longitudinal Data,"TR Henry, LR Slipetz, A Falk, J Qiu, M Chen - psychometrika, 2024 - cambridge.org",https://www.cambridge.org/core/journals/psychometrika/article/ordinal-outcome-statespace-models-for-intensive-longitudinal-data/2F37BAE5FB7BF2ECCE89D5A212A87DD5,"… One powerful framework for analyzing IL data is state-space … However, state-space modelinghas typically relied on … a general estimation approach for state-space models with ordinal …",
