published,Title,Survey 대상인가,요약,특이사항,Code,arxiv_abstract,Authors,Link,Citations
2024년 1월 17일 오후 4:01 (GMT+8),UOEP: User-Oriented Exploration Policy for Enhancing Long-Term User Experiences in Recommender Systems,Non-Mamba,,RecSys + RL,,"Reinforcement learning (RL) has gained traction for enhancing user long-term
experiences in recommender systems by effectively exploring users' interests.
However, modern recommender systems exhibit distinct user behavioral patterns
among tens of millions of items, which increases the difficulty of exploration.
For example, user behaviors with different activity levels require varying
intensity of exploration, while previous studies often overlook this aspect and
apply a uniform exploration strategy to all users, which ultimately hurts user
experiences in the long run. To address these challenges, we propose
User-Oriented Exploration Policy (UOEP), a novel approach facilitating
fine-grained exploration among user groups. We first construct a distributional
critic which allows policy optimization under varying quantile levels of
cumulative reward feedbacks from users, representing user groups with varying
activity levels. Guided by this critic, we devise a population of distinct
actors aimed at effective and fine-grained exploration within its respective
user group. To simultaneously enhance diversity and stability during the
exploration process, we further introduce a population-level diversity
regularization term and a supervision module. Experimental results on public
recommendation datasets demonstrate that our approach outperforms all other
baselines in terms of long-term performance, validating its user-oriented
exploration effectiveness. Meanwhile, further analyses reveal our approach's
benefits of improved performance for low-activity users as well as increased
fairness among users.","C Zhang,S Chen,X Zhang,S Dai,W Yu… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2401.09034,
,Novel Device Placement Approach with Neighbor Effect Aware Graph Mamba Networks,Concrete-RecSys-Related,,Mamba + GNN,,,"H Shu, W Hao, M Han, F Li - International Conference on Brain Inspired …, 2024 - Springer",https://link.springer.com/chapter/10.1007/978-981-96-2882-7_27,Related articles
,Reinforcement learning for addressing the cold-user problem in recommender systems,Non-Mamba,,RecSys + RL,,,"S Giannikis,F Frasincar,D Boekestijn- Knowledge-Based Systems, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0950705124003873,
,Maximum-Entropy Regularized Decision Transformer with Reward Relabelling for Dynamic Recommendation,Non-Mamba,,RecSys,,,"X Chen,S Wang,L Yao- Proceedings of the 30th ACM SIGKDD …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3637528.3671750,
,Interpreting Shift Encoders as State Space models for Stationary Time Series,Completely Irrelevant,,SSM,,,P Donkoh - 2024 - search.proquest.com,https://search.proquest.com/openview/b301b26b22e695d0a62c08023a9c9c91/1?pq-origsite=gscholar&cbl=18750&diss=y,
,Adaptive centre-frequency bandpass state-space digital filters and theirl2-sensitivity analysis,Completely Irrelevant,,SSM,,,"Y Hinamoto, A Doi - SICE Journal of Control, Measurement, and …, 2025 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/18824889.2024.2445373,
,Scalable Personalised Treatment Recommendation in Critical Care,Completely Irrelevant,,RL + Medical,,,"CP Utomo,K Ichikawa, N Insani… - 2024 8th …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10730747/,Related articles
2024년 9월 22일 오전 11:22 (GMT+8),UU-Mamba: Uncertainty-aware U-Mamba for Cardiovascular Segmentation,Concrete-Non-RecSys,,Mamba + Vision (Medical Image Segmentation),,"Building on the success of deep learning models in cardiovascular structure
segmentation, increasing attention has been focused on improving generalization
and robustness, particularly in small, annotated datasets. Despite recent
advancements, current approaches often face challenges such as overfitting and
accuracy limitations, largely due to their reliance on large datasets and
narrow optimization techniques. This paper introduces the UU-Mamba model, an
extension of the U-Mamba architecture, designed to address these challenges in
both cardiac and vascular segmentation. By incorporating Sharpness-Aware
Minimization (SAM), the model enhances generalization by targeting flatter
minima in the loss landscape. Additionally, we propose an uncertainty-aware
loss function that combines region-based, distribution-based, and pixel-based
components to improve segmentation accuracy by capturing both local and global
features. While the UU-Mamba model has already demonstrated great performance,
further testing is required to fully assess its generalization and robustness.
We expand our evaluation by conducting new trials on the ImageCAS (coronary
artery) and Aorta (aortic branches and zones) datasets, which present more
complex segmentation challenges than the ACDC dataset (left and right
ventricles) used in our previous work, showcasing the model's adaptability and
resilience. We confirm UU-Mamba's superior performance over leading models such
as TransUNet, Swin-Unet, nnUNet, and nnFormer. Moreover, we provide a more
comprehensive evaluation of the model's robustness and segmentation accuracy,
as demonstrated by extensive experiments.","TY Tsai,L Lin,S Hu, CW Tsao, X Li,MC Chang… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2409.14305,
,Heterogeneous Multivariate Functional Time Series Modeling: A State Space Approach,Completely Irrelevant,,SSM + Sequence Modeling,,,"P Liu, J Lin,C Zhang- IEEE Transactions on Knowledge and …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10713887/,Cited by 1
,A Hyperheuristic and Reinforcement Learning Guided Meta-heuristic Algorithm Recommendation,Completely Irrelevant,,RL,,,"N Zhu, F Zhao, J Cao - 2024 27th International Conference on …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10580058/,Cited by 2
,Selective blockade of Cav1.2 (α1C) versus Cav1.3 (α1D) L-type calcium channels by the black mamba toxin calciseptine,Completely Irrelevant,,biology,,,"P Mesirca,J Chemin, C Barrère, E Torre… - Nature …, 2024 - nature.com",https://www.nature.com/articles/s41467-023-43502-w,
,Test-time adaptation with state-space models,Completely Irrelevant,,SSM,,,"M Schirmer,D Zhang,E Nalisnick- ICML 2024 Workshop on …, 2024 - openreview.net",https://openreview.net/forum?id=aNitTRBw70,
,Individualized survival predictions using state space model with longitudinal and survival data,Completely Irrelevant,,SSM,,,"M Cauchi,AR Mills,A Lawrie… - Journal of the …, 2024 - royalsocietypublishing.org",https://royalsocietypublishing.org/doi/abs/10.1098/rsif.2023.0682,
,Stock Recommendation Model with Investor Risk Acceptance.,Completely Irrelevant,,RL + Finance,,,"HEIC WANG, YIH CHENG… - Journal of Information …, 2024 - search.ebscohost.com",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=10162364&AN=178433503&h=MWoTwDghdCcsPywR%2BrML%2BkIeDC14p%2FMZgGu7JbA%2BclvIP6ZO9p7torhTb10KxV7kx8E%2FOx0rkfMercpLbDVF4g%3D%3D&crl=c,Cited by 2
,Operating minimally intelligent agent-based manufacturing systems across the Average demand Interval–coefficient of variation (ADI-CV) demand state space,Completely Irrelevant,,,,,"Z Neu,B Hicks,J Gopsill- Production & Manufacturing Research, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/21693277.2024.2323479,
,Application of Poisson state-space models and shared frailty models for multistage processes surveillance,Completely Irrelevant,,SSM,,,"F Ebrahimi,F Sogandi- Quality Technology & Quantitative …, 2025 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/16843703.2024.2314819?casa_token=pxL1k1LkIi8AAAAA:pKrVOmJnEi37U9Cm6Ky1y6sBN0eJq_S3GmQ_6zKgixYLNeWl9b9vNUkRf5wMZuVtTYh8FF6WS-d04cKRbg,
,Computational and mathematical biophysics: Markov modeling on dynamic state space for genetic disorders and infectious diseases with mutations: Probabilistic …,Completely Irrelevant,,SSM,,,"MD Baranon,PGO Weke,J Alladatin,BM Ale- 2024 - digital.zlb.de",https://digital.zlb.de/viewer/metadata/1330616685/,Related articles
,Fall-Mamba: A Multimodal Fusion and Masked Mamba-based Approach for Fall Detection,Concrete-Non-RecSys,,Mamba + Fall detection,,,"X Zhang, Q Xu, F Feng, X Lu… - IEEE Internet of Things …, 2025 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10833684/,Cited by 1
,Content Update via Deep Reinforcement Learning in Recommendation-Aware Edge Caching Network,Non-Mamba,,RecSys + RL,,,"Z Qiao, Q Yu - 2024 9th International Conference on Intelligent …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10743589/,Related articles
,The effect of process variability and data quality on performance of a state-space stock assessment model,Non-Mamba,,SSM + Stock Prediction,,,"EM Liljestrand,JR Bence, JJ Deroba - Fisheries Research, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0165783624000870,
,GraphDRL: GNN-based deep reinforcement learning for interactive recommendation with sparse data,Non-Mamba,,RecSys + RL + GNN,,,"W Li, X Song,Y Tu- Expert Systems with Applications, 2025 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0957417425004543,Cited by 2
2024년 7월 17일 오후 7:18 (GMT+8),Temporal Test-Time Adaptation with State-Space Models,Completely Irrelevant,,,,"Distribution shifts between training and test data are inevitable over the
lifecycle of a deployed model, leading to performance decay. Adapting a model
on test samples can help mitigate this drop in performance. However, most
test-time adaptation methods have focused on synthetic corruption shifts,
leaving a variety of distribution shifts underexplored. In this paper, we focus
on distribution shifts that evolve gradually over time, which are common in the
wild but challenging for existing methods, as we show. To address this, we
propose STAD, a probabilistic state-space model that adapts a deployed model to
temporal distribution shifts by learning the time-varying dynamics in the last
set of hidden features. Without requiring labels, our model infers
time-evolving class prototypes that act as a dynamic classification head.
Through experiments on real-world temporal distribution shifts, we show that
our method excels in handling small batch sizes and label shift.","M Schirmer,D Zhang,E Nalisnick- arXiv preprint arXiv:2407.12492, 2024 - arxiv.org",https://arxiv.org/abs/2407.12492,
,Parameter-coupled state space models based on quasi-Gaussian fuzzy approximation,Completely Irrelevant,,,,,"Y Wang, F Ma, X Tian, W Chen, Y Zhang, S Ge - Scientific Reports, 2024 - nature.com",https://www.nature.com/articles/s41598-024-77731-w,
,Estimating mixed-effects state-space models via particle filters and theEMalgorithm,Completely Irrelevant,,,,,"F Hamdi,C Lellou- Journal of Statistical Computation and …, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/00949655.2024.2337339?casa_token=sfdettJt4oUAAAAA:ISDc4FEJ_iumI34pVGJj_udWSJOSBOaRfk55-Vb-1Ntspwylgy6_LV3Sv5Swu9Jn9m0JKO32sCYMuNoj6g,
,Offline reinforcement learning in large state spaces: Algorithms and guarantees,Completely Irrelevant,,RL,,,"N Jiang,T Xie- Statistical Science, 2024 - nanjiang.cs.illinois.edu",https://nanjiang.cs.illinois.edu/files/STS_Special_Issue_Offline_RL.pdf,
2024년 10월 6일 오후 11:21 (GMT+8),A reinforcement learning engine with reduced action and state space for scalable cyber-physical optimal response,Completely Irrelevant,,RL,,"Numerous research studies have been conducted to enhance the resilience of
cyber-physical systems (CPSs) by detecting potential cyber or physical
disturbances. However, the development of scalable and optimal response
measures under power system contingency based on fusing cyber-physical data is
still in an early stage. To address this research gap, this paper introduces a
power system response engine based on reinforcement learning (RL) and role and
interaction discovery (RID) techniques. RL-RID-GridResponder is designed to
automatically detect the contingency and assist with the decision-making
process to ensure optimal power system operation. The RL-RID-GridResponder
learns via an RL-based structure and achieves enhanced scalability by
integrating an RID module with reduced action and state spaces. The
applicability of RL-RID-GridResponder in providing scalable and optimal
responses for CPSs is demonstrated on power systems in the context of Denial of
Service (DoS) attacks. Moreover, simulations are conducted on a Volt-Var
regulation problem using the augmented WSCC 9-bus and augmented IEEE 24-bus
systems based on fused cyber and physical data sets. The results show that the
proposed RL-RID-GridResponder can provide fast and accurate responses to ensure
optimal power system operation under DoS and can extend to other system
contingencies such as line outages and loss of loads.","S Sun,KA Haque,X Huo,LA Homoud… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2410.04518,
,An Assessment of the Challenges in the Adoption of Agric-Tech in Kwazulu-Natal North Coast and Midlands,Completely Irrelevant,,Author’s name is mamba,,,"SG Mamba, A Beharry-Ramraj - Gender and Behaviour, 2024 - journals.co.za",https://journals.co.za/doi/abs/10.10520/ejc-genbeh_v22_n1_a9,
,Linear recurrent units for sequential recommendation,Concrete-RecSys,,RecSys + LRU(Mamba’s predecessor),,,"Z Yue,Y Wang,Z He,H Zeng,J McAuley… - Proceedings of the 17th …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3616855.3635760,
